1,0.7317376136779785
0,1.1511778831481934
1,1.1773481369018555
0,1.2274322509765625
1,1.2511003017425537
0,1.3004515171051025
1,1.4002141952514648
0,1.4315540790557861
1,3.5152359008789062
0,3.547214984893799
1,3.739626407623291
0,3.7988576889038086
1,3.9133057594299316
0,3.9504473209381104
1,4.435916185379028
0,4.5067901611328125
1,5.007949352264404
0,5.0642149448394775
1,5.092970371246338
0,5.120806455612183
1,5.281012058258057
0,5.310155630111694
1,5.33825159072876
0,5.367837905883789
1,5.953862190246582
0,6.011029481887817
1,6.028547048568726
0,6.050461530685425
1,6.176828861236572
0,6.205291748046875
1,6.253039360046387
0,6.30101752281189
1,6.7040696144104
0,6.773642063140869
1,6.897894382476807
0,6.928420782089233
1,7.046788692474365
0,7.096555471420288
1,7.1479551792144775
0,7.176196336746216
1,7.297064781188965
0,7.326596021652222
